DATABASE_ID,NAME,SET,CLASS,COST,RARITY,TYPE,INGAME_ID
404,Ancestral Spirit,Classic,SHAMAN,2,RARE,SPELL,CS2_038
855,Millhouse Manastorm,Classic,NEUTRAL,2,LEGENDARY,MINION,NEW1_029
351,Master Swordsmith,Classic,NEUTRAL,2,RARE,MINION,NEW1_037
54834,Righteousness,Classic,PALADIN,5,RARE,SPELL,EX1_184
54835,Siegebreaker,Classic,WARLOCK,7,RARE,MINION,EX1_185
54836,SI:7 Infiltrator,Classic,NEUTRAL,4,RARE,MINION,EX1_186
54837,Arcane Devourer,Classic,NEUTRAL,8,RARE,MINION,EX1_187
54838,Barrens Stablehand,Classic,NEUTRAL,7,EPIC,MINION,EX1_188
724,Southsea Deckhand,Classic,NEUTRAL,1,COMMON,MINION,CS2_146
54839,Brightwing,Classic,NEUTRAL,3,LEGENDARY,MINION,EX1_189
287,Kidnapper,Classic,ROGUE,6,EPIC,MINION,NEW1_005
86,Starfall,Classic,DRUID,5,RARE,SPELL,NEW1_007
920,Ancient of Lore,Classic,DRUID,7,EPIC,MINION,NEW1_008
32,Al'Akir the Windlord,Classic,SHAMAN,8,LEGENDARY,MINION,NEW1_010
54840,High Inquisitor Whitemane,Classic,NEUTRAL,7,LEGENDARY,MINION,EX1_190
405,Mana Wyrm,Classic,MAGE,2,COMMON,MINION,NEW1_012
526,Gruul,Classic,NEUTRAL,8,LEGENDARY,MINION,NEW1_038
887,Master of Disguise,Classic,ROGUE,4,RARE,MINION,NEW1_014
999,Bloodsail Raider,Classic,NEUTRAL,2,COMMON,MINION,NEW1_018
1073,Knife Juggler,Classic,NEUTRAL,2,RARE,MINION,NEW1_019
1014,Wild Pyromancer,Classic,NEUTRAL,2,RARE,MINION,NEW1_020
138,Doomsayer,Classic,NEUTRAL,2,EPIC,MINION,NEW1_021
878,Dread Corsair,Classic,NEUTRAL,4,COMMON,MINION,NEW1_022
609,Faerie Dragon,Classic,NEUTRAL,2,COMMON,MINION,NEW1_023
456,Captain Greenskin,Classic,NEUTRAL,5,LEGENDARY,MINION,NEW1_024
997,Bloodsail Corsair,Classic,NEUTRAL,1,RARE,MINION,NEW1_025
1029,Violet Teacher,Classic,NEUTRAL,4,RARE,MINION,NEW1_026
680,Southsea Captain,Classic,NEUTRAL,3,EPIC,MINION,NEW1_027
834,Deathwing,Classic,NEUTRAL,10,LEGENDARY,MINION,NEW1_030
1100,Siphon Soul,Classic,WARLOCK,6,RARE,SPELL,EX1_309
1026,Commanding Shout,Classic,WARRIOR,2,RARE,SPELL,NEW1_036
443,Hungry Crab,Classic,NEUTRAL,1,EPIC,MINION,NEW1_017
891,Sunfury Protector,Classic,NEUTRAL,2,RARE,MINION,EX1_058
1037,Twilight Drake,Classic,NEUTRAL,4,RARE,MINION,EX1_043
12,Mana Addict,Classic,NEUTRAL,2,RARE,MINION,EX1_055
505,Lightning Bolt,Classic,SHAMAN,1,COMMON,SPELL,EX1_238
864,Lava Burst,Classic,SHAMAN,3,RARE,SPELL,EX1_241
618,Dust Devil,Classic,SHAMAN,1,COMMON,MINION,EX1_243
147,Shadowflame,Classic,WARLOCK,4,RARE,SPELL,EX1_303
1109,Injured Blademaster,Classic,NEUTRAL,3,RARE,MINION,CS2_181
767,Earth Shock,Classic,SHAMAN,1,COMMON,SPELL,EX1_245
960,Stormforged Axe,Classic,SHAMAN,2,COMMON,WEAPON,EX1_247
457,Blizzard,Classic,MAGE,6,RARE,SPELL,CS2_028
238,Feral Spirit,Classic,SHAMAN,3,RARE,SPELL,EX1_248
242,Abusive Sergeant,Classic,NEUTRAL,1,COMMON,MINION,CS2_188
336,Baron Geddon,Classic,NEUTRAL,7,LEGENDARY,MINION,EX1_249
1141,Earth Elemental,Classic,SHAMAN,5,EPIC,MINION,EX1_250
299,Forked Lightning,Classic,SHAMAN,1,COMMON,SPELL,EX1_251
774,Unbound Elemental,Classic,SHAMAN,3,COMMON,MINION,EX1_258
629,Lightning Storm,Classic,SHAMAN,3,RARE,SPELL,EX1_259
290,Ironbeak Owl,Classic,NEUTRAL,3,COMMON,MINION,CS2_203
1737,Ethereal Arcanist,Classic,MAGE,4,RARE,MINION,EX1_274
61,Spiteful Smith,Classic,NEUTRAL,5,COMMON,MINION,CS2_221
430,Cone of Cold,Classic,MAGE,4,COMMON,SPELL,EX1_275
517,Felguard,Classic,WARLOCK,3,RARE,MINION,EX1_301
1122,Venture Co. Mercenary,Classic,NEUTRAL,5,COMMON,MINION,CS2_227
179,Wisp,Classic,NEUTRAL,0,COMMON,MINION,CS2_231
195,Mirror Entity,Classic,MAGE,3,COMMON,SPELL,EX1_294
1064,Blade Flurry,Classic,ROGUE,4,RARE,SPELL,CS2_233
376,Inner Fire,Classic,PRIEST,1,COMMON,SPELL,CS1_129
1087,Pyroblast,Classic,MAGE,10,EPIC,SPELL,EX1_279
512,Frost Elemental,Classic,NEUTRAL,6,COMMON,MINION,EX1_283
641,Young Dragonhawk,Classic,NEUTRAL,1,COMMON,MINION,CS2_169
186,Ancient Brewmaster,Classic,NEUTRAL,4,COMMON,MINION,EX1_057
60071,Natalie Seline,Classic,PRIEST,8,LEGENDARY,MINION,EX1_198
311,Gladiator's Longbow,Classic,HUNTER,7,EPIC,WEAPON,DS1_188
415,Youthful Brewmaster,Classic,NEUTRAL,2,COMMON,MINION,EX1_049
348,Dark Iron Dwarf,Classic,NEUTRAL,4,COMMON,MINION,EX1_046
605,Ancient Watcher,Classic,NEUTRAL,2,RARE,MINION,EX1_045
791,Questing Adventurer,Classic,NEUTRAL,3,RARE,MINION,EX1_044
54833,Gift of the Wild,Classic,DRUID,8,COMMON,SPELL,EX1_183
567,Windfury Harpy,Classic,NEUTRAL,6,COMMON,MINION,EX1_033
759,Sunwalker,Classic,NEUTRAL,6,RARE,MINION,EX1_032
658,Leper Gnome,Classic,NEUTRAL,1,COMMON,MINION,EX1_029
68,Stranglethorn Tiger,Classic,NEUTRAL,5,COMMON,MINION,EX1_028
60068,Kul Tiran Chaplain,Classic,PRIEST,2,RARE,MINION,EX1_195
34,Silvermoon Guardian,Classic,NEUTRAL,4,COMMON,MINION,EX1_023
765,Thrallmar Farseer,Classic,NEUTRAL,3,COMMON,MINION,EX1_021
642,Scarlet Crusader,Classic,NEUTRAL,3,COMMON,MINION,EX1_020
69,Silver Hand Knight,Classic,NEUTRAL,5,COMMON,MINION,CS2_151
921,Jungle Panther,Classic,NEUTRAL,3,COMMON,MINION,EX1_017
60069,Scarlet Subjugator,Classic,PRIEST,1,RARE,MINION,EX1_196
1693,King Mukla,Classic,NEUTRAL,3,LEGENDARY,MINION,EX1_014
749,Bloodmage Thalnos,Classic,NEUTRAL,2,LEGENDARY,MINION,EX1_012
134,Ravenholdt Assassin,Classic,NEUTRAL,7,RARE,MINION,CS2_161
994,Worgen Infiltrator,Classic,NEUTRAL,1,COMMON,MINION,EX1_010
1688,Angry Chicken,Classic,NEUTRAL,1,RARE,MINION,EX1_009
757,Argent Squire,Classic,NEUTRAL,1,COMMON,MINION,EX1_008
1658,Alarm-o-Bot,Classic,NEUTRAL,3,RARE,MINION,EX1_006
1657,Big Game Hunter,Classic,NEUTRAL,5,EPIC,MINION,EX1_005
1634,Young Priestess,Classic,NEUTRAL,1,RARE,MINION,EX1_004
1656,The Black Knight,Classic,NEUTRAL,6,LEGENDARY,MINION,EX1_002
1655,Lightwarden,Classic,NEUTRAL,1,RARE,MINION,EX1_001
60070,Shadow Word: Ruin,Classic,PRIEST,4,EPIC,SPELL,EX1_197
52264,Pilfer,Classic,ROGUE,1,COMMON,SPELL,EX1_182
692,Druid of the Claw,Classic,DRUID,5,COMMON,MINION,EX1_165
52262,Tome of Intellect,Classic,MAGE,1,COMMON,SPELL,EX1_180
75,Brawl,Classic,WARRIOR,5,EPIC,SPELL,EX1_407
804,Mortal Strike,Classic,WARRIOR,4,RARE,SPELL,EX1_408
511,Upgrade!,Classic,WARRIOR,1,RARE,SPELL,EX1_409
546,Shield Slam,Classic,WARRIOR,1,EPIC,SPELL,EX1_410
810,Gorehowl,Classic,WARRIOR,7,EPIC,WEAPON,EX1_411
1155,Raging Worgen,Classic,NEUTRAL,3,COMMON,MINION,EX1_412
338,Grommash Hellscream,Classic,WARRIOR,8,LEGENDARY,MINION,EX1_414
1063,Murloc Warleader,Classic,NEUTRAL,3,EPIC,MINION,EX1_507
475,Murloc Tidecaller,Classic,NEUTRAL,1,RARE,MINION,EX1_509
1133,Patient Assassin,Classic,ROGUE,2,EPIC,MINION,EX1_522
1281,Scavenging Hyena,Classic,HUNTER,2,COMMON,MINION,EX1_531
1091,Misdirection,Classic,HUNTER,2,RARE,SPELL,EX1_533
866,Shieldbearer,Classic,NEUTRAL,1,COMMON,MINION,EX1_405
1261,Savannah Highmane,Classic,HUNTER,6,RARE,MINION,EX1_534
394,Explosive Shot,Classic,HUNTER,5,RARE,SPELL,EX1_537
1243,Unleash the Hounds,Classic,HUNTER,3,COMMON,SPELL,EX1_538
1144,King Krush,Classic,HUNTER,9,LEGENDARY,MINION,EX1_543
896,Flare,Classic,HUNTER,2,RARE,SPELL,EX1_544
903,Bestial Wrath,Classic,HUNTER,1,EPIC,SPELL,EX1_549
455,Snake Trap,Classic,HUNTER,2,EPIC,SPELL,EX1_554
778,Harvest Golem,Classic,NEUTRAL,3,COMMON,MINION,EX1_556
1147,Nat Pagle,Classic,NEUTRAL,2,LEGENDARY,MINION,EX1_557
912,Harrison Jones,Classic,NEUTRAL,5,LEGENDARY,MINION,EX1_558
1080,Archmage Antonidas,Classic,MAGE,7,LEGENDARY,MINION,EX1_559
411,Nozdormu,Classic,NEUTRAL,9,LEGENDARY,MINION,EX1_560
581,Alexstrasza,Classic,NEUTRAL,9,LEGENDARY,MINION,EX1_561
1662,Eaglehorn Bow,Classic,HUNTER,3,RARE,WEAPON,EX1_536
363,Onyxia,Classic,NEUTRAL,9,LEGENDARY,MINION,EX1_562
596,Armorsmith,Classic,WARRIOR,2,RARE,MINION,EX1_402
538,Arathi Weaponsmith,Classic,WARRIOR,4,COMMON,MINION,EX1_398
969,Summoning Portal,Classic,WARLOCK,4,COMMON,MINION,EX1_315
860,Sense Demons,Classic,WARLOCK,3,COMMON,SPELL,EX1_317
1090,Flame Imp,Classic,WARLOCK,1,COMMON,MINION,EX1_319
23,Bane of Doom,Classic,WARLOCK,5,EPIC,SPELL,EX1_320
777,Lord Jaraxxus,Classic,WARLOCK,9,LEGENDARY,MINION,EX1_323
1189,Silence,Classic,PRIEST,0,COMMON,SPELL,EX1_332
220,Shadow Madness,Classic,PRIEST,3,RARE,SPELL,EX1_334
886,Lightspawn,Classic,PRIEST,4,COMMON,MINION,EX1_335
30,Thoughtsteal,Classic,PRIEST,2,COMMON,SPELL,EX1_339
797,Lightwell,Classic,PRIEST,2,RARE,MINION,EX1_341
145,Mindgames,Classic,PRIEST,4,EPIC,SPELL,EX1_345
594,Lay on Hands,Classic,PALADIN,8,EPIC,SPELL,EX1_354
602,Fen Creeper,Classic,NEUTRAL,5,COMMON,MINION,CS1_069
1522,Blessed Champion,Classic,PALADIN,5,RARE,SPELL,EX1_355
1373,Blessing of Wisdom,Classic,PALADIN,1,COMMON,SPELL,EX1_363
435,Holy Wrath,Classic,PALADIN,5,RARE,SPELL,EX1_365
643,Sword of Justice,Classic,PALADIN,3,EPIC,WEAPON,EX1_366
232,Repentance,Classic,PALADIN,1,COMMON,SPELL,EX1_379
1167,Aldor Peacekeeper,Classic,PALADIN,3,RARE,MINION,EX1_382
890,Tirion Fordring,Classic,PALADIN,8,LEGENDARY,MINION,EX1_383
1174,Avenging Wrath,Classic,PALADIN,6,EPIC,SPELL,EX1_384
45,Tauren Warrior,Classic,NEUTRAL,3,COMMON,MINION,EX1_390
1074,Slam,Classic,WARRIOR,2,COMMON,SPELL,EX1_391
400,Battle Rage,Classic,WARRIOR,2,COMMON,SPELL,EX1_392
790,Amani Berserker,Classic,NEUTRAL,2,COMMON,MINION,EX1_393
700,Mogu'shan Warden,Classic,NEUTRAL,4,COMMON,MINION,EX1_396
1022,Argent Protector,Classic,PALADIN,2,COMMON,MINION,EX1_362
436,Malygos,Classic,NEUTRAL,9,LEGENDARY,MINION,EX1_563
531,Faceless Manipulator,Classic,NEUTRAL,5,EPIC,MINION,EX1_564
352,Doomhammer,Classic,SHAMAN,5,EPIC,WEAPON,EX1_567
268,Cold Blood,Classic,ROGUE,2,COMMON,SPELL,CS2_073
1362,Circle of Healing,Classic,PRIEST,0,COMMON,SPELL,EX1_621
391,Perdition's Blade,Classic,ROGUE,3,RARE,WEAPON,EX1_133
1364,Temple Enforcer,Classic,PRIEST,5,COMMON,MINION,EX1_623
1366,Mass Dispel,Classic,PRIEST,4,RARE,SPELL,EX1_626
1117,SI:7 Agent,Classic,ROGUE,3,RARE,MINION,EX1_134
140,Redemption,Classic,PALADIN,1,COMMON,SPELL,EX1_136
708,Headcrack,Classic,ROGUE,3,RARE,SPELL,EX1_137
365,Shadowstep,Classic,ROGUE,0,COMMON,SPELL,EX1_144
1158,Preparation,Classic,ROGUE,0,EPIC,SPELL,EX1_145
836,Wrath,Classic,DRUID,2,COMMON,SPELL,EX1_154
151,Mark of Nature,Classic,DRUID,3,COMMON,SPELL,EX1_155
756,Equality,Classic,PALADIN,4,RARE,SPELL,EX1_619
381,Soul of the Forest,Classic,DRUID,4,COMMON,SPELL,EX1_158
503,Power of the Wild,Classic,DRUID,2,COMMON,SPELL,EX1_160
818,Far Sight,Classic,SHAMAN,3,EPIC,SPELL,CS2_053
985,Dire Wolf Alpha,Classic,NEUTRAL,2,COMMON,MINION,EX1_162
95,Nourish,Classic,DRUID,6,RARE,SPELL,EX1_164
1108,Rampage,Classic,WARRIOR,2,COMMON,SPELL,CS2_104
601,Keeper of the Grove,Classic,DRUID,4,RARE,MINION,EX1_166
783,Pit Lord,Classic,WARLOCK,4,EPIC,MINION,EX1_313
1098,Emperor Cobra,Classic,NEUTRAL,3,RARE,MINION,EX1_170
859,Twisting Nether,Classic,WARLOCK,8,EPIC,SPELL,EX1_312
1651,Earthen Ring Farseer,Classic,NEUTRAL,3,COMMON,MINION,CS2_117
1035,Ancient of War,Classic,DRUID,7,EPIC,MINION,EX1_178
52255,Icicle,Classic,MAGE,2,EPIC,SPELL,EX1_179
469,Blood Imp,Classic,WARLOCK,1,COMMON,MINION,CS2_059
1093,Deadly Shot,Classic,HUNTER,3,COMMON,SPELL,EX1_617
715,Mana Wraith,Classic,NEUTRAL,2,RARE,MINION,EX1_616
556,Xavius,Classic,NEUTRAL,6,LEGENDARY,MINION,EX1_614
577,Bite,Classic,DRUID,4,RARE,SPELL,EX1_570
493,Force of Nature,Classic,DRUID,5,EPIC,SPELL,EX1_571
1186,Ysera,Classic,NEUTRAL,9,LEGENDARY,MINION,EX1_572
36,Cenarius,Classic,DRUID,9,LEGENDARY,MINION,EX1_573
513,Mana Tide Totem,Classic,SHAMAN,3,RARE,MINION,EX1_575
962,The Beast,Classic,NEUTRAL,6,LEGENDARY,MINION,EX1_577
481,Savagery,Classic,DRUID,1,RARE,SPELL,EX1_578
424,Priestess of Elune,Classic,NEUTRAL,6,COMMON,MINION,EX1_583
915,Ancient Mage,Classic,NEUTRAL,4,RARE,MINION,EX1_584
211,Sea Giant,Classic,NEUTRAL,10,EPIC,MINION,EX1_586
621,Ice Barrier,Classic,MAGE,3,COMMON,SPELL,EX1_289
755,Blood Knight,Classic,NEUTRAL,3,EPIC,MINION,EX1_590
201,Defias Ringleader,Classic,ROGUE,2,COMMON,MINION,EX1_131
286,Vaporize,Classic,MAGE,3,RARE,SPELL,EX1_594
811,Cult Master,Classic,NEUTRAL,4,COMMON,MINION,EX1_595
1142,Demonfire,Classic,WARLOCK,2,COMMON,SPELL,EX1_596
926,Imp Master,Classic,NEUTRAL,3,RARE,MINION,EX1_597
285,Cruel Taskmaster,Classic,WARRIOR,2,COMMON,MINION,EX1_603
654,Frothing Berserker,Classic,WARRIOR,3,RARE,MINION,EX1_604
462,Eye for an Eye,Classic,PALADIN,1,COMMON,SPELL,EX1_132
22,Inner Rage,Classic,WARRIOR,0,COMMON,SPELL,EX1_607
614,Sorcerer's Apprentice,Classic,MAGE,2,COMMON,MINION,EX1_608
814,Snipe,Classic,HUNTER,2,COMMON,SPELL,EX1_609
585,Explosive Trap,Classic,HUNTER,2,COMMON,SPELL,EX1_610
519,Freezing Trap,Classic,HUNTER,2,COMMON,SPELL,EX1_611
748,Kirin Tor Mage,Classic,MAGE,3,RARE,MINION,EX1_612
306,Edwin VanCleef,Classic,ROGUE,3,LEGENDARY,MINION,EX1_613
52263,Call of the Void,Classic,WARLOCK,1,COMMON,SPELL,EX1_181
113,Counterspell,Classic,MAGE,3,RARE,SPELL,EX1_287
1786,Nerubian Egg,Curse of Naxxramas,NEUTRAL,2,RARE,MINION,FP1_007
1804,Avenge,Curse of Naxxramas,PALADIN,1,COMMON,SPELL,FP1_020
1802,Poison Seeds,Curse of Naxxramas,DRUID,4,COMMON,SPELL,FP1_019
1801,Duplicate,Curse of Naxxramas,MAGE,3,COMMON,SPELL,FP1_018
1800,Nerub'ar Weblord,Curse of Naxxramas,NEUTRAL,2,COMMON,MINION,FP1_017
1799,Wailing Soul,Curse of Naxxramas,NEUTRAL,4,RARE,MINION,FP1_016
1797,Feugen,Curse of Naxxramas,NEUTRAL,5,LEGENDARY,MINION,FP1_015
1796,Stalagg,Curse of Naxxramas,NEUTRAL,5,LEGENDARY,MINION,FP1_014
1794,Kel'Thuzad,Curse of Naxxramas,NEUTRAL,8,LEGENDARY,MINION,FP1_013
1805,Death's Bite,Curse of Naxxramas,WARRIOR,4,COMMON,WEAPON,FP1_021
1793,Sludge Belcher,Curse of Naxxramas,NEUTRAL,5,RARE,MINION,FP1_012
1791,Maexxna,Curse of Naxxramas,NEUTRAL,6,LEGENDARY,MINION,FP1_010
1789,Spectral Knight,Curse of Naxxramas,NEUTRAL,5,COMMON,MINION,FP1_008
1784,Shade of Naxxramas,Curse of Naxxramas,NEUTRAL,3,EPIC,MINION,FP1_005
1783,Mad Scientist,Curse of Naxxramas,NEUTRAL,2,COMMON,MINION,FP1_004
1858,Echoing Ooze,Curse of Naxxramas,NEUTRAL,2,EPIC,MINION,FP1_003
1781,Haunted Creeper,Curse of Naxxramas,NEUTRAL,2,COMMON,MINION,FP1_002
1753,Zombie Chow,Curse of Naxxramas,NEUTRAL,1,COMMON,MINION,FP1_001
1860,Webspinner,Curse of Naxxramas,HUNTER,1,COMMON,MINION,FP1_011
1806,Voidcaller,Curse of Naxxramas,WARLOCK,4,COMMON,MINION,FP1_022
1790,Deathlord,Curse of Naxxramas,NEUTRAL,3,RARE,MINION,FP1_009
1808,Unstable Ghoul,Curse of Naxxramas,NEUTRAL,2,COMMON,MINION,FP1_024
1809,Reincarnate,Curse of Naxxramas,SHAMAN,2,COMMON,SPELL,FP1_025
1810,Anub'ar Ambusher,Curse of Naxxramas,ROGUE,4,COMMON,MINION,FP1_026
1861,Stoneskin Gargoyle,Curse of Naxxramas,NEUTRAL,3,COMMON,MINION,FP1_027
1910,Undertaker,Curse of Naxxramas,NEUTRAL,1,COMMON,MINION,FP1_028
1913,Dancing Swords,Curse of Naxxramas,NEUTRAL,3,COMMON,MINION,FP1_029
1914,Loatheb,Curse of Naxxramas,NEUTRAL,5,LEGENDARY,MINION,FP1_030
1915,Baron Rivendare,Curse of Naxxramas,NEUTRAL,4,LEGENDARY,MINION,FP1_031
1807,Dark Cultist,Curse of Naxxramas,PRIEST,3,COMMON,MINION,FP1_023
59710,Wrathscale Naga,Demon Hunter Initiate,DEMONHUNTER,3,EPIC,MINION,BT_355
56739,Ur'zul Horror,Demon Hunter Initiate,DEMONHUNTER,1,COMMON,MINION,BT_407
56765,Raging Felscreamer,Demon Hunter Initiate,DEMONHUNTER,4,RARE,MINION,BT_416
56873,Feast of Souls,Demon Hunter Initiate,DEMONHUNTER,2,RARE,SPELL,BT_427
58172,Nethrandamus,Demon Hunter Initiate,DEMONHUNTER,9,LEGENDARY,MINION,BT_481
58244,Hulking Overfiend,Demon Hunter Initiate,DEMONHUNTER,8,RARE,MINION,BT_487
58246,Soul Split,Demon Hunter Initiate,DEMONHUNTER,4,RARE,SPELL,BT_488
58610,Mana Burn,Demon Hunter Initiate,DEMONHUNTER,1,COMMON,SPELL,BT_753
59865,Wrathspike Brute,Demon Hunter Initiate,DEMONHUNTER,5,EPIC,MINION,BT_510
58607,Blur,Demon Hunter Initiate,DEMONHUNTER,0,COMMON,SPELL,BT_752
58183,Eye Beam,Demon Hunter Initiate,DEMONHUNTER,3,EPIC,SPELL,BT_801
58524,Illidari Felblade,Demon Hunter Initiate,DEMONHUNTER,4,RARE,MINION,BT_814
56587,Umberwing,Demon Hunter Initiate,DEMONHUNTER,2,COMMON,WEAPON,BT_922
56652,Altruis the Outcast,Demon Hunter Initiate,DEMONHUNTER,4,LEGENDARY,MINION,BT_937
58452,Consume Magic,Demon Hunter Initiate,DEMONHUNTER,1,COMMON,SPELL,BT_490
58492,Blade Dance,Demon Hunter Initiate,DEMONHUNTER,2,RARE,SPELL,BT_354
56905,Flamereaper,Demon Hunter Initiate,DEMONHUNTER,7,EPIC,WEAPON,BT_271
56928,Twin Slice,Demon Hunter Initiate,DEMONHUNTER,0,COMMON,SPELL,BT_175
56841,Command the Illidari,Demon Hunter Initiate,DEMONHUNTER,5,COMMON,SPELL,BT_173
58487,Battlefiend,Demon Hunter Initiate,DEMONHUNTER,1,COMMON,MINION,BT_351
56122,Frenzied Felwing,Descent of Dragons,NEUTRAL,4,RARE,MINION,YOD_032
56239,Rotnest Drake,Descent of Dragons,HUNTER,5,RARE,MINION,YOD_036
56135,Grand Lackey Erkh,Descent of Dragons,NEUTRAL,4,LEGENDARY,MINION,YOD_035
56131,Boompistol Bully,Descent of Dragons,NEUTRAL,5,EPIC,MINION,YOD_033
56118,Hailbringer,Descent of Dragons,NEUTRAL,5,COMMON,MINION,YOD_029
56116,Skydiving Instructor,Descent of Dragons,NEUTRAL,3,COMMON,MINION,YOD_028
56114,Chaos Gazer,Descent of Dragons,WARLOCK,3,EPIC,MINION,YOD_027
56112,Fiendish Servant,Descent of Dragons,WARLOCK,1,COMMON,MINION,YOD_026
56307,Sky Gen'ral Kragg,Descent of Dragons,NEUTRAL,4,LEGENDARY,MINION,YOD_038
56107,Bomb Wrangler,Descent of Dragons,WARRIOR,3,RARE,MINION,YOD_024
56120,Licensed Adventurer,Descent of Dragons,NEUTRAL,2,RARE,MINION,YOD_030
56101,Boom Squad,Descent of Dragons,WARRIOR,1,COMMON,SPELL,YOD_023
56100,Risky Skipper,Descent of Dragons,WARRIOR,1,RARE,MINION,YOD_022
56098,Explosive Evolution,Descent of Dragons,SHAMAN,2,COMMON,SPELL,YOD_020
56094,Waxmancy,Descent of Dragons,ROGUE,2,COMMON,SPELL,YOD_018
56093,Shadow Sculptor,Descent of Dragons,ROGUE,5,EPIC,MINION,YOD_017
56109,Twisted Knowledge,Descent of Dragons,WARLOCK,2,COMMON,SPELL,YOD_025
56091,Skyvateer,Descent of Dragons,ROGUE,2,COMMON,MINION,YOD_016
56262,Steel Beetle,Descent of Dragons,DRUID,2,RARE,MINION,YOD_040
54907,Violet Spellwing,Descent of Dragons,MAGE,1,COMMON,MINION,DRG_107
55406,Gyrocopter,Descent of Dragons,NEUTRAL,6,COMMON,MINION,DRG_061
55405,Fire Hawk,Descent of Dragons,NEUTRAL,3,COMMON,MINION,DRG_060
55404,Goboglide Tech,Descent of Dragons,NEUTRAL,3,COMMON,MINION,DRG_059
55403,Wing Commander,Descent of Dragons,NEUTRAL,4,COMMON,MINION,DRG_058
55402,Hot Air Balloon,Descent of Dragons,NEUTRAL,1,COMMON,MINION,DRG_057
55401,Parachute Brigand,Descent of Dragons,NEUTRAL,2,COMMON,MINION,DRG_056
55400,Hoard Pillager,Descent of Dragons,NEUTRAL,4,RARE,MINION,DRG_055
55399,Big Ol' Whelp,Descent of Dragons,NEUTRAL,5,COMMON,MINION,DRG_054
55262,Strength in Numbers,Descent of Dragons,DRUID,1,COMMON,SPELL,DRG_051
55210,Devoted Maniac,Descent of Dragons,NEUTRAL,4,COMMON,MINION,DRG_050
55208,Tasty Flyfish,Descent of Dragons,NEUTRAL,2,COMMON,MINION,DRG_049
55105,Flik Skyshiv,Descent of Dragons,ROGUE,6,LEGENDARY,MINION,DRG_037
55104,Waxadred,Descent of Dragons,ROGUE,5,LEGENDARY,MINION,DRG_036
55103,Bloodsail Flybooter,Descent of Dragons,ROGUE,1,COMMON,MINION,DRG_035
55407,Wyrmrest Purifier,Descent of Dragons,NEUTRAL,2,EPIC,MINION,DRG_062
55102,Stowaway,Descent of Dragons,ROGUE,5,RARE,MINION,DRG_034
55099,Necrium Apothecary,Descent of Dragons,ROGUE,5,EPIC,MINION,DRG_031
55097,Praise Galakrond!,Descent of Dragons,ROGUE,1,COMMON,SPELL,DRG_030
55095,Dragon's Hoard,Descent of Dragons,ROGUE,1,RARE,SPELL,DRG_028
55094,Umbral Skulker,Descent of Dragons,ROGUE,4,EPIC,MINION,DRG_027
55007,"Deathwing, Mad Aspect",Descent of Dragons,WARRIOR,8,LEGENDARY,MINION,DRG_026
55006,Ancharrr,Descent of Dragons,WARRIOR,3,LEGENDARY,WEAPON,DRG_025
55005,Sky Raider,Descent of Dragons,WARRIOR,1,COMMON,MINION,DRG_024
55004,Skybarge,Descent of Dragons,WARRIOR,3,RARE,MINION,DRG_023
55003,Ramming Speed,Descent of Dragons,WARRIOR,3,EPIC,SPELL,DRG_022
55002,Ritual Chopper,Descent of Dragons,WARRIOR,2,RARE,WEAPON,DRG_021
55001,EVIL Quartermaster,Descent of Dragons,WARRIOR,3,COMMON,MINION,DRG_020
55000,Scion of Ruin,Descent of Dragons,WARRIOR,4,EPIC,MINION,DRG_019
54926,Diving Gryphon,Descent of Dragons,HUNTER,3,RARE,MINION,DRG_010
54924,Righteous Cause,Descent of Dragons,PALADIN,1,RARE,SPELL,DRG_008
55101,Candle Breath,Descent of Dragons,ROGUE,6,COMMON,SPELL,DRG_033
54909,Mana Giant,Descent of Dragons,MAGE,8,EPIC,MINION,DRG_109
55408,Dragonmaw Poacher,Descent of Dragons,NEUTRAL,4,RARE,MINION,DRG_063
55415,Hippogryph,Descent of Dragons,NEUTRAL,4,COMMON,MINION,DRG_065
56292,Eye of the Storm,Descent of Dragons,SHAMAN,10,COMMON,SPELL,YOD_041
54906,Arcane Breath,Descent of Dragons,MAGE,1,RARE,SPELL,DRG_106
54904,Chenvaala,Descent of Dragons,MAGE,3,LEGENDARY,MINION,DRG_104
54901,Azure Explorer,Descent of Dragons,MAGE,4,COMMON,MINION,DRG_102
55907,Kronx Dragonhoof,Descent of Dragons,NEUTRAL,6,LEGENDARY,MINION,DRG_099
55643,Bandersmosh,Descent of Dragons,SHAMAN,5,LEGENDARY,MINION,DRG_096
55640,Veranus,Descent of Dragons,HUNTER,6,LEGENDARY,MINION,DRG_095
55436,Transmogrifier,Descent of Dragons,NEUTRAL,2,EPIC,MINION,DRG_092
55470,Shu'ma,Descent of Dragons,NEUTRAL,7,LEGENDARY,MINION,DRG_091
55438,Murozond the Infinite,Descent of Dragons,PRIEST,8,LEGENDARY,MINION,DRG_090
55441,Dragonqueen Alexstrasza,Descent of Dragons,NEUTRAL,9,LEGENDARY,MINION,DRG_089
55446,Dread Raven,Descent of Dragons,NEUTRAL,3,EPIC,MINION,DRG_088
55454,Chromatic Egg,Descent of Dragons,NEUTRAL,5,EPIC,MINION,DRG_086
55466,Tentacled Menace,Descent of Dragons,NEUTRAL,5,EPIC,MINION,DRG_084
